Name,Day,Friends,Description,Group,Notes,Type,URL,Visited
Kimono Forest at Randen Arashiyama,Day 4,Nana,12:00-12:20 — Wander through 600 illuminated kimono poles—perfect midday photo op before heading south.,Kyoto,Free entry beside Randen tram station. Capture boomerang videos under the sky projection well. Booking: None. With Henry + Nana Pick favourite pattern for future custom yukata order.,Photo Spot,https://maps.google.com/?cid=14328627673236365801,No
Fushimi Inari Taisha golden hour climb,Day 4,Henry,"14:30-16:30 — Trace thousands of vermilion torii, pausing at Yotsutsuji for Kyoto panorama as lanterns begin to glow.",Kyoto,JR Nara Line to Inari (30 min). Climb to summit (~90 min round trip) with kitsune snack stops. Booking: None; consider renting kimono early morning for evening return photos. With Henry + Nana Shift to mid-afternoon for softer light; climb to Yotsutsuji then descend for tea.,Culture,https://maps.google.com/?cid=8870624639634301673,No
Fushimi Inari Taisha golden hour climb,Day 4,Nana,"14:30-16:30 — Trace thousands of vermilion torii, pausing at Yotsutsuji for Kyoto panorama as lanterns begin to glow.",Kyoto,JR Nara Line to Inari (30 min). Climb to summit (~90 min round trip) with kitsune snack stops. Booking: None; consider renting kimono early morning for evening return photos. With Henry + Nana Shift to mid-afternoon for softer light; climb to Yotsutsuji then descend for tea.,Culture,https://maps.google.com/?cid=8870624639634301673,No
Gekkeikan Okura Sake Museum tasting flight,Day 4,Henry,"16:45-17:45 — Sample aged sake in the heart of Fushimi, blending history with guided tasting notes perfect for gifting.",Kyoto,"Walk 12 minutes from Inari to Chushojima area (or quick Keihan ride). Last tasting entry 19:00. Booking: Reserve premium tasting course (¥1,000) for English guide availability. With Henry + Nana Budget around £10.81 Ship bottle set to Nana’s apartment to avoid luggage weight.",Food & Drink,https://maps.google.com/?cid=9137465178982848979,No
Gekkeikan Okura Sake Museum tasting flight,Day 4,Nana,"16:45-17:45 — Sample aged sake in the heart of Fushimi, blending history with guided tasting notes perfect for gifting.",Kyoto,"Walk 12 minutes from Inari to Chushojima area (or quick Keihan ride). Last tasting entry 19:00. Booking: Reserve premium tasting course (¥1,000) for English guide availability. With Henry + Nana Budget around £10.81 Ship bottle set to Nana’s apartment to avoid luggage weight.",Food & Drink,https://maps.google.com/?cid=9137465178982848979,No
Tsuen Tea master tasting,Day 4,Henry,"18:00-19:00 — Sip hand-whisked matcha and gyokuro flight at the world’s oldest tea shop, learning whisk techniques from tea masters.",Uji,"Located beside Uji Bridge; reserve tea experience (¥2,500 pp). Allow extra time to browse teaware. Booking: Book tasting counter 2 weeks ahead; request English notes. With Henry + Nana Budget around £27.03 Buy travel-friendly canisters for Tokyo friend gifts.",Food & Drink,https://maps.google.com/?cid=2102438674156082753,No
Tsuen Tea master tasting,Day 4,Nana,"18:00-19:00 — Sip hand-whisked matcha and gyokuro flight at the world’s oldest tea shop, learning whisk techniques from tea masters.",Uji,"Located beside Uji Bridge; reserve tea experience (¥2,500 pp). Allow extra time to browse teaware. Booking: Book tasting counter 2 weeks ahead; request English notes. With Henry + Nana Budget around £27.03 Buy travel-friendly canisters for Tokyo friend gifts.",Food & Drink,https://maps.google.com/?cid=2102438674156082753,No
Kyoto Yakiniku Hiro (Shijo Kiyamachi),Day 4,Henry,19:30-21:00 — Indulge in wagyu lunch set with river views before heading back to Osaka.,Kyoto,"Reserve tatami booth; lunch set ~¥3,500 pp. Use luggage storage at ryokan until departure. Booking: Book via TableCheck; note allergy preferences. With Henry + Nana Budget around £37.84 Split premium platter to sample A5 cuts.",Food,https://maps.google.com/?cid=3280333615075260841,No
Kyoto Yakiniku Hiro (Shijo Kiyamachi),Day 4,Nana,19:30-21:00 — Indulge in wagyu lunch set with river views before heading back to Osaka.,Kyoto,"Reserve tatami booth; lunch set ~¥3,500 pp. Use luggage storage at ryokan until departure. Booking: Book via TableCheck; note allergy preferences. With Henry + Nana Budget around £37.84 Split premium platter to sample A5 cuts.",Food,https://maps.google.com/?cid=3280333615075260841,No
Hirakata T-SITE coworking lounge,Day 5,Henry,08:30-12:30 — Settle into T-SITE’s airy 4F coworking zone with killer library aesthetics while Nana logs into the office nearby.,Hirakata,"5-minute walk from Hirakatashi Station. Day pass ¥1,650 with unlimited drip coffee. Booking: Reserve desk via Kansai Cowork app; request window seats. With Henry + Nana (working) Budget around £8.92 Nanako working day Print Disney/USJ booking confirmations using onsite printers.",Work Base,https://maps.google.com/?cid=17127482803001824153,No
Hirakata T-SITE coworking lounge,Day 5,Nana,08:30-12:30 — Settle into T-SITE’s airy 4F coworking zone with killer library aesthetics while Nana logs into the office nearby.,Hirakata,"5-minute walk from Hirakatashi Station. Day pass ¥1,650 with unlimited drip coffee. Booking: Reserve desk via Kansai Cowork app; request window seats. With Henry + Nana (working) Budget around £8.92 Nanako working day Print Disney/USJ booking confirmations using onsite printers.",Work Base,https://maps.google.com/?cid=17127482803001824153,No
Café & Meal MUJI Hirakata T-SITE,Day 5,Henry,"12:30-13:15 — Healthy tray lunch of seasonal deli picks, miso soup, and yuzu soda to keep energy up mid-workday.",Hirakata,"Order 4-item plate (~¥1,100). Grab take-home snacks for train rides later in the week. Booking: No reservations; self-service ordering kiosk. With Henry + Nana Budget around £11.89 Nanako working day Check MUJI travel section for packing cubes before Tokyo.",Food,https://maps.google.com/?cid=17127482803001824153,No
Café & Meal MUJI Hirakata T-SITE,Day 5,Nana,"12:30-13:15 — Healthy tray lunch of seasonal deli picks, miso soup, and yuzu soda to keep energy up mid-workday.",Hirakata,"Order 4-item plate (~¥1,100). Grab take-home snacks for train rides later in the week. Booking: No reservations; self-service ordering kiosk. With Henry + Nana Budget around £11.89 Nanako working day Check MUJI travel section for packing cubes before Tokyo.",Food,https://maps.google.com/?cid=17127482803001824153,No
Bear Paw Cafe mindful coffee break,Day 5,Henry,15:30-16:00 — Swing by the kindness-powered Bear Paw Café for latte art and relaxing vibes.,Hirakata,10-minute walk from T-SITE; carry cashless payment. Booking: None; limited seating—consider take-out to T-SITE terrace. With Henry + Nana Budget around £9.73 Nanako working day Pick up postcard for Nicole and Ken’s arrival in Tokyo.,Food,https://maps.google.com/?cid=16452992468120160436,No
Bear Paw Cafe mindful coffee break,Day 5,Nana,15:30-16:00 — Swing by the kindness-powered Bear Paw Café for latte art and relaxing vibes.,Hirakata,10-minute walk from T-SITE; carry cashless payment. Booking: None; limited seating—consider take-out to T-SITE terrace. With Henry + Nana Budget around £9.73 Nanako working day Pick up postcard for Nicole and Ken’s arrival in Tokyo.,Food,https://maps.google.com/?cid=16452992468120160436,No
Gokurakuyu Hirakata evening soak,Day 5,Henry,18:30-20:00 — Reward the workday with rotenburo and carbonated baths at the local sentō/spa complex.,Hirakata,"Short taxi from station (~¥700). Bring onsen kit; tattoos require cover stickers (available at front desk). Booking: No booking needed; entry ¥850 + ¥220 towel rental. With Henry + Nana Budget around £11.57 Nanako working day Try the salt sauna and schedule shoulder massage (+¥2,000).",Wellness,https://maps.google.com/?cid=7875082954910224352,No
Gokurakuyu Hirakata evening soak,Day 5,Nana,18:30-20:00 — Reward the workday with rotenburo and carbonated baths at the local sentō/spa complex.,Hirakata,"Short taxi from station (~¥700). Bring onsen kit; tattoos require cover stickers (available at front desk). Booking: No booking needed; entry ¥850 + ¥220 towel rental. With Henry + Nana Budget around £11.57 Nanako working day Try the salt sauna and schedule shoulder massage (+¥2,000).",Wellness,https://maps.google.com/?cid=7875082954910224352,No
Kushikatsu Tanaka Hirakata,Day 5,Henry,"20:15-21:30 — Late-night skewers, DIY sauce, and highball towers steps from Nana’s station—casual, comforting, delicious.",Hirakata,"Book corner booth; share kushi-katsu set + cheese fondue skewers. Average spend ¥3,000 for two with drinks. Booking: Use Tabelog to secure 20:15 slot (English-friendly). With Henry + Nana Budget around £32.43 Nanako working day Ask staff about November limited-time skewers for birthday week inspiration.",Food,https://maps.google.com/?cid=12975794440701677436,No
Kushikatsu Tanaka Hirakata,Day 5,Nana,"20:15-21:30 — Late-night skewers, DIY sauce, and highball towers steps from Nana’s station—casual, comforting, delicious.",Hirakata,"Book corner booth; share kushi-katsu set + cheese fondue skewers. Average spend ¥3,000 for two with drinks. Booking: Use Tabelog to secure 20:15 slot (English-friendly). With Henry + Nana Budget around £32.43 Nanako working day Ask staff about November limited-time skewers for birthday week inspiration.",Food,https://maps.google.com/?cid=12975794440701677436,No
Kuzuha Mall late-night prep run,Day 5,Henry,"21:30-22:15 — Final stop for Heattech, birthday décor, and Shinkansen snacks.",Hirakata,Keihan line 3 minutes from Hirakatashi. Visit Loft + Kaldi Coffee Farm for treats. Booking: None. With Henry + Nana Budget around £64.86 Nanako working day Print Tokyo itinerary at Aeon copy station if needed.,Shopping,https://maps.google.com/?cid=18201673667111364488,No
Kuzuha Mall late-night prep run,Day 5,Nana,"21:30-22:15 — Final stop for Heattech, birthday décor, and Shinkansen snacks.",Hirakata,Keihan line 3 minutes from Hirakatashi. Visit Loft + Kaldi Coffee Farm for treats. Booking: None. With Henry + Nana Budget around £64.86 Nanako working day Print Tokyo itinerary at Aeon copy station if needed.,Shopping,https://maps.google.com/?cid=18201673667111364488,No
Namba to Koyasan scenic ascent,Day 6,Henry,09:00-11:30 — Take the Nankai Limited Express to Gokurakubashi then cable car into the sacred mountain.,Koyasan,Reserve seats on Koya Limited Express; purchase Koyasan-World Heritage Ticket for discounts. Booking: Book train seats via Nankai app 30 days ahead. With Henry + Nana Budget around £37.84 Pack overnight bag only; send main luggage back to Agora via Yamato.,Transit,https://maps.google.com/?cid=6827252724861153154,No
Namba to Koyasan scenic ascent,Day 6,Nana,09:00-11:30 — Take the Nankai Limited Express to Gokurakubashi then cable car into the sacred mountain.,Koyasan,Reserve seats on Koya Limited Express; purchase Koyasan-World Heritage Ticket for discounts. Booking: Book train seats via Nankai app 30 days ahead. With Henry + Nana Budget around £37.84 Pack overnight bag only; send main luggage back to Agora via Yamato.,Transit,https://maps.google.com/?cid=6827252724861153154,No
Kongobu-ji painted screen walk,Day 6,Henry,12:30-13:30 — Admire fusuma paintings and Banryutei rock garden at the head temple of Shingon Buddhism.,Koyasan,"5-minute taxi from Koyasan Station; shoe lockers available. Booking: No reservations; entry ¥1,000 payable in cash. With Henry + Nana Budget around £10.81 Attend tea service if offered; mindful photography only.",Culture,https://maps.google.com/?cid=3067988105565081029,No
Kongobu-ji painted screen walk,Day 6,Nana,12:30-13:30 — Admire fusuma paintings and Banryutei rock garden at the head temple of Shingon Buddhism.,Koyasan,"5-minute taxi from Koyasan Station; shoe lockers available. Booking: No reservations; entry ¥1,000 payable in cash. With Henry + Nana Budget around £10.81 Attend tea service if offered; mindful photography only.",Culture,https://maps.google.com/?cid=3067988105565081029,No
Eko-in Temple check-in & shojin dinner,Day 6,Henry,"15:30-19:30 — Settle into tatami room, join evening meditation, and savour plant-based kaiseki dinner.",Koyasan,Arrive by 15:00 for orientation; onsens available before dinner. Booking: Reserve Eko-in room with private bathroom via official site. With Henry + Nana Budget around £227.03 Note curfew at 21:00; prepare gratitude journal entry before lights out.,Lodging,https://maps.google.com/?cid=17557195955039242223,No
Eko-in Temple check-in & shojin dinner,Day 6,Nana,"15:30-19:30 — Settle into tatami room, join evening meditation, and savour plant-based kaiseki dinner.",Koyasan,Arrive by 15:00 for orientation; onsens available before dinner. Booking: Reserve Eko-in room with private bathroom via official site. With Henry + Nana Budget around £227.03 Note curfew at 21:00; prepare gratitude journal entry before lights out.,Lodging,https://maps.google.com/?cid=17557195955039242223,No
Okunoin lantern night walk,Day 6,Henry,"20:00-21:30 — Join guided torchlit stroll through Okunoin cemetery to Torodo Hall under 10,000 lanterns.",Koyasan,Meet at Eko-in lobby; wear warm layers and comfortable shoes. Booking: Book English night tour via temple concierge. With Henry + Nana Budget around £32.43 Observe silence at Kobo Daishi mausoleum; no flash photography.,Experience,https://maps.google.com/?cid=15489946718694438945,No
Okunoin lantern night walk,Day 6,Nana,"20:00-21:30 — Join guided torchlit stroll through Okunoin cemetery to Torodo Hall under 10,000 lanterns.",Koyasan,Meet at Eko-in lobby; wear warm layers and comfortable shoes. Booking: Book English night tour via temple concierge. With Henry + Nana Budget around £32.43 Observe silence at Kobo Daishi mausoleum; no flash photography.,Experience,https://maps.google.com/?cid=15489946718694438945,No
Eko-in morning meditation & goma fire,Day 7,Henry,06:00-07:30 — Participate in morning sutra chanting followed by goma fire ritual for safe travels.,Koyasan,Arrive at main hall 10 minutes early; sit seiza or use stools provided. Booking: Included with stay—confirm attendance night prior. With Henry + Nana Write prayer tablets for upcoming Tokyo meet-ups.,Wellness,https://maps.google.com/?cid=17557195955039242223,No
Eko-in morning meditation & goma fire,Day 7,Nana,06:00-07:30 — Participate in morning sutra chanting followed by goma fire ritual for safe travels.,Koyasan,Arrive at main hall 10 minutes early; sit seiza or use stools provided. Booking: Included with stay—confirm attendance night prior. With Henry + Nana Write prayer tablets for upcoming Tokyo meet-ups.,Wellness,https://maps.google.com/?cid=17557195955039242223,No
OMO7 Osaka by Hoshino Resorts check-in,Day 7,Henry,"13:30-14:00 — Shift to a design-forward stay with tatami lounges, onsen-style baths, and Osaka-focused concierge tours.",Osaka,"JR Kyoto Line to Tennoji (~45 min). Request skyline view room; enjoy welcome sweets. Booking: Stay Nov 20 only; add breakfast buffet and sauna package. With Henry + Nana Budget around £172.97 Drop luggage, enjoy sauna & lounge before bay outing.",Lodging,https://maps.google.com/?cid=10904178204825139386,No
OMO7 Osaka by Hoshino Resorts check-in,Day 7,Nana,"13:30-14:00 — Shift to a design-forward stay with tatami lounges, onsen-style baths, and Osaka-focused concierge tours.",Osaka,"JR Kyoto Line to Tennoji (~45 min). Request skyline view room; enjoy welcome sweets. Booking: Stay Nov 20 only; add breakfast buffet and sauna package. With Henry + Nana Budget around £172.97 Drop luggage, enjoy sauna & lounge before bay outing.",Lodging,https://maps.google.com/?cid=10904178204825139386,No
Osaka Aquarium Kaiyukan twilight wander,Day 7,Henry,"16:00-18:30 — Marvel at whale sharks, jellyfish galaxy, and penguin habitats during evening lights.",Osaka Bay,JR Loop to Bentencho → Chuo Line to Osakako; store bags in lockers. Booking: Pre-book 16:00 timed tickets online to avoid queues. With Henry + Nana Budget around £29.19 Check feeding schedule; capture manta rays on slow-mo.,Attractions,https://maps.google.com/?cid=8035482904308493516,No
Osaka Aquarium Kaiyukan twilight wander,Day 7,Nana,"16:00-18:30 — Marvel at whale sharks, jellyfish galaxy, and penguin habitats during evening lights.",Osaka Bay,JR Loop to Bentencho → Chuo Line to Osakako; store bags in lockers. Booking: Pre-book 16:00 timed tickets online to avoid queues. With Henry + Nana Budget around £29.19 Check feeding schedule; capture manta rays on slow-mo.,Attractions,https://maps.google.com/?cid=8035482904308493516,No
Tempozan Marketplace seaside dinner,Day 7,Henry,"18:45-20:00 — Share kushikatsu, takoyaki, and dessert crepes beside the harbour lights.",Osaka Bay,Walk 3 minutes from Kaiyukan; browse souvenir shops for nautical gifts. Booking: No booking; use Gurunavi coupons for dining deals. With Henry + Nana Budget around £21.62 Pick up Osaka Bay-themed trinkets for Nicole & Ken arrival.,Food,https://maps.google.com/?cid=7500308137477506974,No
Tempozan Marketplace seaside dinner,Day 7,Nana,"18:45-20:00 — Share kushikatsu, takoyaki, and dessert crepes beside the harbour lights.",Osaka Bay,Walk 3 minutes from Kaiyukan; browse souvenir shops for nautical gifts. Booking: No booking; use Gurunavi coupons for dining deals. With Henry + Nana Budget around £21.62 Pick up Osaka Bay-themed trinkets for Nicole & Ken arrival.,Food,https://maps.google.com/?cid=7500308137477506974,No
Hirakata Park retro amusements,Day 7,Henry,"20:45-22:00 — Celebrate end of workweek with gentle coasters, Ferris wheel selfies, and warm crepes in the vintage amusement park.",Hirakata,"Discount twilight tickets from 15:00 (~¥1,500). Keep ride choices mild ahead of shinkansen weekend. Booking: Check seasonal illumination schedule; pre-book if limited. With Henry + Nana Budget around £16.22 Ride Sky Walker night loop before packing for Tokyo.",Experience,https://maps.google.com/?cid=6647979896880488689,No
Hirakata Park retro amusements,Day 7,Nana,"20:45-22:00 — Celebrate end of workweek with gentle coasters, Ferris wheel selfies, and warm crepes in the vintage amusement park.",Hirakata,"Discount twilight tickets from 15:00 (~¥1,500). Keep ride choices mild ahead of shinkansen weekend. Booking: Check seasonal illumination schedule; pre-book if limited. With Henry + Nana Budget around £16.22 Ride Sky Walker night loop before packing for Tokyo.",Experience,https://maps.google.com/?cid=6647979896880488689,No
Hirakata T-SITE cowork reset,Day 8,Nicole,"08:00-11:00 — Return to favourite desks for focus time, finalise Tokyo to-do lists, and sync with friends online.",Hirakata,Grab corner booths with power outlets; schedule midday break at 11:30. Booking: Reuse multi-day pass for coworking discount. With Henry + Nana Budget around £8.92 Nanako working day Nanako logs into Friday stand-ups before departure.,Work Base,https://maps.google.com/?cid=17127482803001824153,No
Hirakata T-SITE cowork reset,Day 8,Ken,"08:00-11:00 — Return to favourite desks for focus time, finalise Tokyo to-do lists, and sync with friends online.",Hirakata,Grab corner booths with power outlets; schedule midday break at 11:30. Booking: Reuse multi-day pass for coworking discount. With Henry + Nana Budget around £8.92 Nanako working day Nanako logs into Friday stand-ups before departure.,Work Base,https://maps.google.com/?cid=17127482803001824153,No
Hirakata T-SITE cowork reset,Day 8,Henry,"08:00-11:00 — Return to favourite desks for focus time, finalise Tokyo to-do lists, and sync with friends online.",Hirakata,Grab corner booths with power outlets; schedule midday break at 11:30. Booking: Reuse multi-day pass for coworking discount. With Henry + Nana Budget around £8.92 Nanako working day Nanako logs into Friday stand-ups before departure.,Work Base,https://maps.google.com/?cid=17127482803001824153,No
Hirakata T-SITE cowork reset,Day 8,Nana,"08:00-11:00 — Return to favourite desks for focus time, finalise Tokyo to-do lists, and sync with friends online.",Hirakata,Grab corner booths with power outlets; schedule midday break at 11:30. Booking: Reuse multi-day pass for coworking discount. With Henry + Nana Budget around £8.92 Nanako working day Nanako logs into Friday stand-ups before departure.,Work Base,https://maps.google.com/?cid=17127482803001824153,No
Nozomi express northbound with ekiben,Day 8,Nicole,12:00-14:30 — Ride Nozomi 20 from Shin-Osaka to Shinagawa with seasonal ekiben lunch and trip journaling.,Shinkansen,Reserve seats in car 12 for luggage; pick up ekiben at Shin-Osaka before boarding. Booking: Book via SmartEX; aim for 12:13 departure to arrive before check-in. With Henry + Nana Budget around £151.35 Nanako working day Share location with Nicole & Ken so they can meet at hotel lobby.,Transit,https://maps.google.com/?cid=4312131637787784911,No
Nozomi express northbound with ekiben,Day 8,Ken,12:00-14:30 — Ride Nozomi 20 from Shin-Osaka to Shinagawa with seasonal ekiben lunch and trip journaling.,Shinkansen,Reserve seats in car 12 for luggage; pick up ekiben at Shin-Osaka before boarding. Booking: Book via SmartEX; aim for 12:13 departure to arrive before check-in. With Henry + Nana Budget around £151.35 Nanako working day Share location with Nicole & Ken so they can meet at hotel lobby.,Transit,https://maps.google.com/?cid=4312131637787784911,No
Nozomi express northbound with ekiben,Day 8,Henry,12:00-14:30 — Ride Nozomi 20 from Shin-Osaka to Shinagawa with seasonal ekiben lunch and trip journaling.,Shinkansen,Reserve seats in car 12 for luggage; pick up ekiben at Shin-Osaka before boarding. Booking: Book via SmartEX; aim for 12:13 departure to arrive before check-in. With Henry + Nana Budget around £151.35 Nanako working day Share location with Nicole & Ken so they can meet at hotel lobby.,Transit,https://maps.google.com/?cid=4312131637787784911,No
Nozomi express northbound with ekiben,Day 8,Nana,12:00-14:30 — Ride Nozomi 20 from Shin-Osaka to Shinagawa with seasonal ekiben lunch and trip journaling.,Shinkansen,Reserve seats in car 12 for luggage; pick up ekiben at Shin-Osaka before boarding. Booking: Book via SmartEX; aim for 12:13 departure to arrive before check-in. With Henry + Nana Budget around £151.35 Nanako working day Share location with Nicole & Ken so they can meet at hotel lobby.,Transit,https://maps.google.com/?cid=4312131637787784911,No
sequence MIYASHITA PARK check-in,Day 8,Nicole,14:45-15:15 — Drop bags at the design hotel hugging Miyashita Park—perfect base between Shibuya and Harajuku.,Tokyo,Nozomi 16 from Shin-Osaka (08:00-10:30). Early baggage drop available; request high-floor park view. Booking: Reserve 1 night (Nov 22) double room; ask for late checkout 12:00. With Henry + Nana Budget around £140.54 Nanako working day Request park-facing room; drop Nicole & Ken’s overnight bags.,Lodging,https://maps.google.com/?cid=9510849312829855018,No
sequence MIYASHITA PARK check-in,Day 8,Ken,14:45-15:15 — Drop bags at the design hotel hugging Miyashita Park—perfect base between Shibuya and Harajuku.,Tokyo,Nozomi 16 from Shin-Osaka (08:00-10:30). Early baggage drop available; request high-floor park view. Booking: Reserve 1 night (Nov 22) double room; ask for late checkout 12:00. With Henry + Nana Budget around £140.54 Nanako working day Request park-facing room; drop Nicole & Ken’s overnight bags.,Lodging,https://maps.google.com/?cid=9510849312829855018,No
sequence MIYASHITA PARK check-in,Day 8,Henry,14:45-15:15 — Drop bags at the design hotel hugging Miyashita Park—perfect base between Shibuya and Harajuku.,Tokyo,Nozomi 16 from Shin-Osaka (08:00-10:30). Early baggage drop available; request high-floor park view. Booking: Reserve 1 night (Nov 22) double room; ask for late checkout 12:00. With Henry + Nana Budget around £140.54 Nanako working day Request park-facing room; drop Nicole & Ken’s overnight bags.,Lodging,https://maps.google.com/?cid=9510849312829855018,No
sequence MIYASHITA PARK check-in,Day 8,Nana,14:45-15:15 — Drop bags at the design hotel hugging Miyashita Park—perfect base between Shibuya and Harajuku.,Tokyo,Nozomi 16 from Shin-Osaka (08:00-10:30). Early baggage drop available; request high-floor park view. Booking: Reserve 1 night (Nov 22) double room; ask for late checkout 12:00. With Henry + Nana Budget around £140.54 Nanako working day Request park-facing room; drop Nicole & Ken’s overnight bags.,Lodging,https://maps.google.com/?cid=9510849312829855018,No
Shibuya Crossing twilight photos,Day 8,Nicole,16:00-16:45 — Capture multi-angle shots of the scramble from Magnet rooftop and street level.,Tokyo Shibuya,Use Magnet by Shibuya109 rooftop (¥600); coordinate with Nicole & Ken for meet-up. Booking: No booking; arrive 10 minutes early for rooftop slots. With Henry + Nana + Nicole + Ken Budget around £8.11 Nanako working day .,Attractions,https://maps.google.com/?cid=2370410330085837161,No
Shibuya Crossing twilight photos,Day 8,Ken,16:00-16:45 — Capture multi-angle shots of the scramble from Magnet rooftop and street level.,Tokyo Shibuya,Use Magnet by Shibuya109 rooftop (¥600); coordinate with Nicole & Ken for meet-up. Booking: No booking; arrive 10 minutes early for rooftop slots. With Henry + Nana + Nicole + Ken Budget around £8.11 Nanako working day .,Attractions,https://maps.google.com/?cid=2370410330085837161,No
Shibuya Crossing twilight photos,Day 8,Henry,16:00-16:45 — Capture multi-angle shots of the scramble from Magnet rooftop and street level.,Tokyo Shibuya,Use Magnet by Shibuya109 rooftop (¥600); coordinate with Nicole & Ken for meet-up. Booking: No booking; arrive 10 minutes early for rooftop slots. With Henry + Nana + Nicole + Ken Budget around £8.11 Nanako working day .,Attractions,https://maps.google.com/?cid=2370410330085837161,No
Shibuya Crossing twilight photos,Day 8,Nana,16:00-16:45 — Capture multi-angle shots of the scramble from Magnet rooftop and street level.,Tokyo Shibuya,Use Magnet by Shibuya109 rooftop (¥600); coordinate with Nicole & Ken for meet-up. Booking: No booking; arrive 10 minutes early for rooftop slots. With Henry + Nana + Nicole + Ken Budget around £8.11 Nanako working day .,Attractions,https://maps.google.com/?cid=2370410330085837161,No
Shibuya 109 trend scout,Day 8,Nicole,"16:45-18:15 — Browse Shibuya 109, uncover J-fashion collabs, and prep outfits for birthday party.",Tokyo Shibuya,Store luggage in hotel; use tax-free counters with passport. Booking: None; plan wishlist via Shibuya 109 app. With Henry + Nana + Nicole + Ken Budget around £64.86 Nanako working day Pick up matching accessories and limited-edition Shin merch.,Shopping,https://maps.google.com/?cid=6170678451487891570,No
Shibuya 109 trend scout,Day 8,Ken,"16:45-18:15 — Browse Shibuya 109, uncover J-fashion collabs, and prep outfits for birthday party.",Tokyo Shibuya,Store luggage in hotel; use tax-free counters with passport. Booking: None; plan wishlist via Shibuya 109 app. With Henry + Nana + Nicole + Ken Budget around £64.86 Nanako working day Pick up matching accessories and limited-edition Shin merch.,Shopping,https://maps.google.com/?cid=6170678451487891570,No
Shibuya 109 trend scout,Day 8,Henry,"16:45-18:15 — Browse Shibuya 109, uncover J-fashion collabs, and prep outfits for birthday party.",Tokyo Shibuya,Store luggage in hotel; use tax-free counters with passport. Booking: None; plan wishlist via Shibuya 109 app. With Henry + Nana + Nicole + Ken Budget around £64.86 Nanako working day Pick up matching accessories and limited-edition Shin merch.,Shopping,https://maps.google.com/?cid=6170678451487891570,No
Shibuya 109 trend scout,Day 8,Nana,"16:45-18:15 — Browse Shibuya 109, uncover J-fashion collabs, and prep outfits for birthday party.",Tokyo Shibuya,Store luggage in hotel; use tax-free counters with passport. Booking: None; plan wishlist via Shibuya 109 app. With Henry + Nana + Nicole + Ken Budget around £64.86 Nanako working day Pick up matching accessories and limited-edition Shin merch.,Shopping,https://maps.google.com/?cid=6170678451487891570,No
Kaikaya by the Sea izakaya dinner,Day 8,Nicole,19:00-21:00 — Celebrate reunion with creative seafood izakaya plates and sake flights.,Tokyo Shibuya,10-minute walk from hotel; bring cash for small dishes. Booking: Reserve tatami room for four; note shellfish allergies. With Henry + Nana + Nicole + Ken Budget around £108.11 Nanako working day Surprise Ken with mini dessert for his upcoming birthday.,Food,https://maps.google.com/?cid=11972321199625134092,No
Kaikaya by the Sea izakaya dinner,Day 8,Ken,19:00-21:00 — Celebrate reunion with creative seafood izakaya plates and sake flights.,Tokyo Shibuya,10-minute walk from hotel; bring cash for small dishes. Booking: Reserve tatami room for four; note shellfish allergies. With Henry + Nana + Nicole + Ken Budget around £108.11 Nanako working day Surprise Ken with mini dessert for his upcoming birthday.,Food,https://maps.google.com/?cid=11972321199625134092,No
Kaikaya by the Sea izakaya dinner,Day 8,Henry,19:00-21:00 — Celebrate reunion with creative seafood izakaya plates and sake flights.,Tokyo Shibuya,10-minute walk from hotel; bring cash for small dishes. Booking: Reserve tatami room for four; note shellfish allergies. With Henry + Nana + Nicole + Ken Budget around £108.11 Nanako working day Surprise Ken with mini dessert for his upcoming birthday.,Food,https://maps.google.com/?cid=11972321199625134092,No
Kaikaya by the Sea izakaya dinner,Day 8,Nana,19:00-21:00 — Celebrate reunion with creative seafood izakaya plates and sake flights.,Tokyo Shibuya,10-minute walk from hotel; bring cash for small dishes. Booking: Reserve tatami room for four; note shellfish allergies. With Henry + Nana + Nicole + Ken Budget around £108.11 Nanako working day Surprise Ken with mini dessert for his upcoming birthday.,Food,https://maps.google.com/?cid=11972321199625134092,No
Tokyo DisneySea adventure,Day 9,Henry,"08:00-19:30 — Soar on Soaring, dive into Journey to the Center, and catch the evening Harbor of Dreams show with Christmas overlays.",Tokyo,"Resort line from Maihama Station; use Premier Access for Soaring + Journey to shorten queues. Booking: Buy 1-day passports (¥10,900 pp) + 2 Premier Access per headline attraction. With Henry + Nana + Nicole + Ken Budget around £235.68 Coordinate Genie Premier Access windows; matching earth-tone outfits.",Theme Park,https://maps.google.com/?cid=4703760703938833701,No
Tokyo DisneySea adventure,Day 9,Nana,"08:00-19:30 — Soar on Soaring, dive into Journey to the Center, and catch the evening Harbor of Dreams show with Christmas overlays.",Tokyo,"Resort line from Maihama Station; use Premier Access for Soaring + Journey to shorten queues. Booking: Buy 1-day passports (¥10,900 pp) + 2 Premier Access per headline attraction. With Henry + Nana + Nicole + Ken Budget around £235.68 Coordinate Genie Premier Access windows; matching earth-tone outfits.",Theme Park,https://maps.google.com/?cid=4703760703938833701,No
