Name,Day,Friends,Description,Group,Notes,Type,URL,Visited
Nakameguro twilight canal walk,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),"17:15-18:00 — Wander along the Meguro River lights, stopping for gelato and boutique shopping.",Tokyo Meguro,Walk or train to Nakameguro Station; check Blue Bottle for limited roast. Booking: None; hold dinner reservations for later. With You + Nana + Nicole + Ken Budget around £10.81 Scout interior shops for Nana’s apartment décor ideas.,Attractions,https://maps.google.com/?cid=10070035784612226703,No
Shibuya Sky golden hour meet-up,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),18:00-19:30 — Meet James for panoramic city views as the scramble lights up below—capture drone-like shots from the helipad deck.,Tokyo,"Pre-book 17:00 entry (¥2,200). Lockers for bags; no tripods allowed but smartphone gimbals ok. Booking: Purchase tickets 2 months ahead; reserve Sky Gallery café seating. With You + Nana + Nicole + Ken + James + Phil Budget around £59.46 Coordinate James + Phil arrival; book Sky Gallery table.",Viewpoint,https://maps.google.com/?cid=8067212359343678579,No
Gonpachi Shibuya dinner,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),"19:45-21:45 — Izakaya feast with yakitori, sushi rolls, and sake flights inspired by Kill Bill vibes to cap the day.",Tokyo,"10-minute walk from Shibuya Crossing. Order set menu (~¥5,000 pp) plus vegetarian sides for Ken. Booking: Reserve private tatami room for 6; mention birthdays for dessert sparklers. With You + Nana + Nicole + Ken + James + Phil Budget around £162.16 Pay via credit card; split bill later using shared tracker.",Food,https://maps.google.com/?cid=5535728105966142773,No
Senso-ji sunrise rituals,Day 12,You + Nana (friends depart to Chiba),"06:30-07:30 — Offer incense at Senso-ji before crowds, capture Nakamise empty, and draw omikuji.",Tokyo Asakusa,Ginza Line first train from Shibuya; bring ¥100 coins. Booking: No booking; check sunrise time for lighting. With You + Nana Budget around £2.70 Nanako working day Grab ningyo-yaki to share on the shinkansen.,Culture,https://maps.google.com/?cid=7785923974874169613,No
Tokyo Skytree Tembo Deck,Day 12,You + Nana (friends depart to Chiba),08:00-09:30 — Take in panoramic views and plan future adventures from the 350m deck.,Tokyo Sumida,Walk or train to Oshiage; use Fast Skytree Ticket for shorter queue. Booking: Reserve 08:00 entry online; bring passport for discount. With You + Nana Budget around £34.59 Nanako working day Pick up Sumida Aquarium matcha sweets downstairs.,Attractions,https://maps.google.com/?cid=9015449659807889194,No
MIMARU remote work sprint,Day 12,You + Nana (friends depart to Chiba),10:00-12:00 — Nanako logs into Tuesday meetings while you pack and coordinate Osaka evening.,Tokyo Shinjuku,Use MIMARU co-working nook; ensure stable Wi-Fi before calls. Booking: Included with stay; check out extended to 12:00. With You + Nana Nanako working day Ship Tokyo purchases via Yamato before departure.,Work,https://maps.google.com/?cid=15607418906888136225,No
Asakusaimahan Sukiyaki lunch,Day 12,You + Nana (friends depart to Chiba),12:15-13:30 — Indulge in wagyu sukiyaki as farewell treat before hopping south.,Tokyo Asakusa,15-minute taxi from MIMARU; store luggage near table. Booking: Reserve private room; request medium-rare finish. With You + Nana Budget around £75.68 Nanako working day Order extra raw egg for dipping; toast upcoming Osaka birthday week.,Food,https://maps.google.com/?cid=13909133467795774038,No
Tokyo Character Street souvenir dash,Day 12,You + Nana (friends depart to Chiba),13:45-14:30 — Grab limited NHK and Ghibli merch along the station basement arcade.,Tokyo Station,Arrive 45 minutes before train; use coin lockers for luggage. Booking: None; check NHK character shop for Bayliss gift. With You + Nana Budget around £43.24 Nanako working day Pick up Doraemon sweets for Osaka friends.,Shopping,https://maps.google.com/?cid=1169765817995755207,No
Nozomi ride south with ekiben,Day 12,You + Nana (friends depart to Chiba),15:00-17:30 — Return to Shin-Osaka with matcha sweets and digital journaling of Tokyo memories.,Shinkansen,Board Nozomi 47; car 11 for quieter ride. Booking: Book via SmartEX; schedule arrival ~17:13 for Osaka evening. With You + Nana Budget around £151.35 Nanako working day Send Nicole & Ken off at Tokyo Station before boarding.,Transit,https://maps.google.com/?cid=11114180190203192,No
Torame Yokocho night market dinner,Day 12,You + Nana (friends depart to Chiba),"19:00-21:00 — Graze across Osaka comfort classics—takoyaki, kushikatsu, craft beer—under a retro neon arcade.",Osaka,"Located in Namba. Reload ICOCA before arrival; mix-and-match small plates (~¥4,000 total). Booking: No bookings; arrive early to secure communal table. With You + Nana Budget around £43.24 Nanako working day Scout dessert at adjoining “Electric Cafe” for matcha parfaits.",Food,https://maps.google.com/?cid=6273016228902860999,No
Hirakata T-SITE cowork catch-up,Day 13,You + Nana,"09:00-11:00 — Dial back into work mode, archive Tokyo photos, and prep Osaka birthday logistics alongside Nana.",Hirakata,Book day desk again; bring souvenirs for Nana’s colleagues. Booking: Consider 5-day pass if returning later. With You + Nana (working) Budget around £8.92 Upload Tokyo photos; organise birthday invites.,Work Base,https://maps.google.com/?cid=17127482803001824153,No
Osaka Station City rooftop lunch at Lucua Food Hall,Day 13,You + Nana,12:00-13:15 — Graze through bento stands and craft coffee before an artful afternoon.,Osaka Kita,Take Keihan to Kitahama then walk; use rooftop seating for picnic vibe. Booking: None; consider Ekiben specialty for upcoming day trips. With You + Nana Budget around £13.51 Check JR ticket office for Himeji reservations.,Food,https://maps.google.com/?cid=3515048889585954420,No
teamLab Botanical Garden Osaka (encore),Day 13,You + Nana,19:00-20:30 — Return for alternate route through luminous installations with fresh perspectives.,Osaka,Subway Midosuji to Nagai; bring tickets purchased earlier or rebook if needed. Booking: Book 19:00 slot to enjoy smaller crowds on weekday. With You + Nana Budget around £10.81 Focus on long-exposure photography practice.,Art,https://maps.google.com/?cid=4949594704093356283,No
Ichiran Ramen Dotonbori late-night bowls,Day 13,You + Nana,21:00-22:00 — Wind down with customisable tonkotsu ramen in private booths.,Osaka Minami,Queue typically 15 minutes on weekdays; use ticket machine to order. Booking: No booking; bring cash/IC. With You + Nana Budget around £10.81 Experiment with spice level 6 for Nicole’s recommended heat.,Food,https://maps.google.com/?cid=5996734370962942050,No
Himeji Castle early climb,Day 14,You + Nana,08:00-10:00 — Explore the White Heron Castle keep and Koko-en gardens before crowds.,Himeji,JR Special Rapid from Osaka to Himeji (1 hr); arrive before gates open. Booking: Reserve e-tickets to skip queue; pick up audio guide. With You + Nana Budget around £10.81 Capture drone-style shots from observation deck (no actual drone).,Culture,https://maps.google.com/?cid=8813417131136418225,No
Kobe Nunobiki Herb Gardens & Ropeway,Day 14,You + Nana,11:00-13:00 — Glide up the ropeway for panoramic views and wander fragrant greenhouses with seasonal blooms.,Kobe,"JR rapid to Shin-Kobe (30 min). Ropeway combo ticket ¥1,800; arrive early for crowd-free photos. Booking: Purchase e-tickets online for express entry. With You + Nana Budget around £19.46 Try herb soft serve at summit café.",Nature,https://maps.google.com/?cid=9393563791333494613,No
Steakland Kobe lunch set,Day 14,You + Nana,13:15-14:30 — Classic teppan Kobe beef lunch with live chef performance—best value wagyu feast.,Kobe,"10-minute walk from Sannomiya. Lunch set ¥3,480 pp includes soup, salad, rice, dessert. Booking: Call morning-of to secure counter seats; note medium-rare preference. With You + Nana Budget around £43.24 Add garlic chips and sparkling sake pairing.",Food,https://maps.google.com/?cid=4268193972152431843,No
Arima Onsen Taiko-no-yu,Day 14,You + Nana,"15:30-18:00 — Soak in gold and silver springs, explore cave baths, and book a private relaxation room.",Arima,"Hankyu Bus from Sannomiya (35 min). Entry ¥2,750; rent yukata + towel set. Booking: Reserve private tatami lounge for two hours (+¥3,000). With You + Nana Budget around £43.24 Hydrate with locally bottled carbonated Arima water.",Wellness,https://maps.google.com/?cid=16499097178660564879,No
Kobe Harborland night stroll,Day 14,You + Nana,"19:00-20:30 — Capture mosaic lights, ride the Ferris wheel if energy allows, and share harbourfront desserts.",Kobe,JR to Kobe Station; 5-minute walk. Check Luminarie schedule for possible early displays. Booking: None. With You + Nana Budget around £10.81 Try Godiva hot chocolate for warm hands.,Night Stroll,https://maps.google.com/?cid=12749193704110128037,No
W Osaka check-in & suite styling,Day 15,You + Nana + Nicole + Ken + Osaka friends,"13:00-14:00 — Secure a Marvelous Suite for party-ready lighting, stash decorations, and arrange welcome amenities.",Osaka,Check-in early via Marriott Bonvoy elite chat; request high-floor city view and extra vanity mirrors. Booking: Stay Nov 28-30; add birthday amenity + late checkout on 30 Nov. With You (setup) + Nana after work + Nicole & Ken (guest access) Budget around £513.51 Nanako working day Nanako logs off at noon; begin setup with Nicole & Ken assisting.,Lodging,https://maps.google.com/?cid=2705746213831136029,No
Afternoon glam & restock run,Day 15,You + Nana + Nicole + Ken + Osaka friends,"14:00-16:00 — Set up décor, finalise playlist, and grab last-minute sweets at Daimaru.",Osaka Shinsaibashi,"Divide tasks: Nana handles balloons, you prep tech, friends collect cake. Booking: Confirm cake delivery window at 15:00. With You + Nana + Nicole + Ken Budget around £54.05 Nanako working day Check sound system cables and Polaroid film before guests arrive.",Prep,https://maps.google.com/?cid=12525137505886472735,No
MYDO Teppanyaki birthday dinner,Day 15,You + Nana + Nicole + Ken + Osaka friends,"18:30-20:30 — Table-side wagyu, flambéed seafood, and custom dessert with dual birthday shout-outs for you and Ken.",Osaka,Located inside W Osaka. Request private teppan counter with six seats. Booking: Pre-order cake + champagne tower; confirm shellfish allergies. With You + Nana + Nicole + Ken Budget around £324.32 Nanako working day Play curated playlist through restaurant’s sound system (share via Spotify link).,Food,https://maps.google.com/?cid=4258381221987283802,No
Karaoke Kan Shinsaibashi takeover,Day 15,You + Nana + Nicole + Ken + Osaka friends,"21:00-23:30 — Private neon room with unlimited drinks, photobooth props, and birthday slideshow during choruses.",Osaka,Reserve VIP room; bring HDMI cable for slideshow. Order sparkling sake tower. Booking: Book 3-hour premium plan with open bar via Jalan Net. With You + Nana + Nicole + Ken + Osaka friends (optional) Budget around £129.73 Nanako working day Surprise Ken with co-birthday montage at 22:00.,Nightlife,https://maps.google.com/?cid=2046130830251139311,No
Bar Nayuta sky cocktails,Day 15,You + Nana + Nicole + Ken + Osaka friends,23:45-01:00 — Wind down with rooftop mixology featuring yuzu gin fizzes and dessert cocktails overlooking Osaka Castle lights.,Osaka,5-minute taxi from karaoke. Dress smart-casual; limited seating at counter. Booking: Reserve 23:45 slot; request custom drink named “Japlan Nova”. With You + Nana + Nicole + Ken Budget around £86.49 Nanako working day Bring small thank-you gifts for bartenders (Aussie chocolate).,Nightlife,https://maps.google.com/?cid=8702241179377055165,No
Eikan-dō Zenrin-ji morning glow,Day 16,You + Nana + Nicole + Ken,09:00-10:30 — Marvel at fiery maple reflections in the Hojo Pond and climb the Tahoto pagoda for sweeping views.,Kyoto,"Keihan from Yodoyabashi to Jingū-Marutamachi then taxi (15 min). Entry ¥1,000; illumination tickets separate. Booking: Buy advance tickets online to skip queue; bring printed QR codes. With You + Nana + Nicole + Ken Budget around £21.62 Shoot birthday-week group photo on the Hojo Bridge.",Culture,https://maps.google.com/?cid=2060121541776026964,No
Philosopher’s Path stroll,Day 16,You + Nana + Nicole + Ken,"10:30-11:30 — Leisurely walk along the canal beneath amber leaves, stopping for craft boutiques and gelato.",Kyoto,Start near Eikan-dō and head north; peek into artisanal shops like Ginkaku-ji Seseragi. Booking: None. With You + Nana + Nicole + Ken Budget around £10.81 Grab seasonal gelato at Sfera Bar Satén en route.,Nature,https://maps.google.com/?cid=13093296689021343783,No
Okutan Nanzenji yudofu lunch,Day 16,You + Nana + Nicole + Ken,12:00-13:30 — Traditional tofu kaiseki in a tatami room overlooking a moss garden—warming and serene.,Kyoto,"Reserve tatami room; lunch course ¥3,800 pp. Remove shoes at entry. Booking: Call ahead; mention vegetarian-friendly preferences. With You + Nana + Nicole + Ken Budget around £86.49 Pre-order sansho pepper tofu for take-home treat.",Food,https://maps.google.com/?cid=737529368844235860,No
Tōfuku-ji autumn canopies,Day 16,You + Nana + Nicole + Ken,14:00-15:30 — Stroll across Tsutenkyo Bridge for jaw-dropping maple valley views and temple gardens.,Kyoto,"Keihan to Tofukuji Station; timed entry queue moves quickly (~20 min). Booking: Purchase timed tickets online if available; otherwise buy on arrival (¥1,000). With You + Nana + Nicole + Ken Budget around £21.62 Visit Kaisando for quieter contemplation.",Culture,https://maps.google.com/?cid=7117677159742707137,No
Kōdai-ji night illumination,Day 16,You + Nana + Nicole + Ken,"18:00-19:30 — Nighttime light-up across Zen gardens and bamboo grove, culminating in mirror pond projections.",Kyoto,"Taxi from Tofuku-ji (15 min). Evening entry ¥1,000; ends 21:30. Booking: Buy combo ticket with Entoku-in for extra installations. With You + Nana + Nicole + Ken Budget around £21.62 Return to Osaka via Keihan Gion-Shijo after illumination.",Culture,https://maps.google.com/?cid=2616919559259342976,No
Takamura Wine & Coffee farewell brunch,Day 17,You + Nana,10:00-11:30 — Celebrate the journey with artisanal coffee cupping and light brunch in a lofted roastery.,Osaka,Taxi from W Osaka (10 min). Reserve tasting flight with seasonal beans. Booking: Book cupping session for two; pick up beans for home brewing. With You + Nana + Nicole + Ken Budget around £43.24 Share highlight reel before heading to airport.,Food,https://maps.google.com/?cid=18436798584987103295,No
Rinku Premium Outlets spree,Day 17,You + Nana,"13:00-16:00 — Outlet hop for last-minute gifts—Onitsuka Tiger, Coach, Nintendo Tokyo satellite—and sunset pier views.",Izumisano,JR rapid or Nankai to Rinku-Town (40 min). Use hands-free delivery counter for extra bags. Booking: Download coupon QR via official site for extra 10% savings. With You + Nana Budget around £162.16 Ride Rinku OOTD Ferris wheel if time allows.,Shopping,https://maps.google.com/?cid=14141131390446530690,No
Kansai International Airport departure,Day 17,You + Nana,"18:00-23:00 — Check in early, enjoy KIX Lounge showers, and savour final takoyaki before overnight flight home.",Osaka,Hotel limo or Nankai Rapi:t to KIX (~45 min). Arrive 3 hours pre-flight for tax-free refund pickup. Booking: Confirm airline upgrade waitlist; pre-book KIX lounge seats via Priority Pass. With You + Nana Allow lounge time and final takoyaki run.,Departure,https://maps.google.com/?cid=12104414214768042484,No
Soosh Harajuku styling session,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,",Drop into Soosh for curated streetwear and accessory edits.,Tokyo Harajuku,Check Instagram for pop-up hours; typically inside Laforet. Booking: DM for personal styling slot if weekend. With Fashion squad Budget around £64.86 Good rainy-day filler before or after Harajuku plan.,Shopping,https://maps.google.com/?cid=9447902076108220331,No
Don Quijote Dotonbori skincare haul,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,","Stock up on J-beauty, sheet masks, and quirky gadgets late-night.",Osaka Minami,"Open 24h; bring passport for tax-free counter. Booking: No booking; plan 23:00 visit to avoid crowds. With You + Nana Budget around £81.08 Target Anessa SPF, LuLuLun masks, and limited matcha kit.",Shopping,https://maps.google.com/?cid=2788090604519832902,No
Maidreamin Akihabara kawaii break,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,","Enjoy pastel parfaits, silly chants, and polaroid keepsakes with maids.",Tokyo Akihabara,Akihabara Central Exit; allow 60 minutes including show time. Booking: Reserve weekend slots via website to avoid queue. With Nicole + Ken + Shin (optional) Budget around £27.03 Great filler after electronics shopping.,Experience,https://maps.google.com/?cid=4445699925429292090,No
Animate Ikebukuro flagship mission,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,","Hunt anime figures, BL merch, and limited drops across eight floors.",Tokyo Ikebukuro,Near Ikebukuro East Exit; use tax-free at level 8. Booking: No booking; plan weekday visit for minimal queue. With Anime crew Budget around £54.05 Pick up Ghibli & Genshin collab goods.,Shopping,https://maps.google.com/?cid=5782044568649909786,No
GiGO Shibuya arcade showdown,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,","Compete in rhythm games, claw machines, and photobooths.",Tokyo Shibuya,Located near Center-Gai; use cash or IC for machines. Booking: No booking; late-night energy boost. With You + Nana + Friends Budget around £21.62 Perfect rain alternative to outdoor plans.,Entertainment,https://maps.google.com/?cid=13397189295327937443,No
Cinnamoroll Cafe sweet pause,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,",Pastel latte art and themed plates inside the Cinnamoroll dreamscape.,Tokyo Shinjuku,Located in Shinjuku; queue early for morning slots. Booking: Advance reservations via EPARK recommended. With Nicole + Ken Budget around £18.92 Collect seasonal merch for birthday gift bags.,Food,https://maps.google.com/?cid=12163419718774346138,No
Genshin Impact Official Shop Tokyo,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,",Snag exclusive character drops and photo spots for Shin’s fandom.,Tokyo Shibuya,Inside PARCO; check reservation lottery during new releases. Booking: Use PARCO app to secure timed entry if new merch drop. With Nicole (Shin) + Ken Budget around £48.65 Grab resin for cosplay upgrades and friend gifts.,Shopping,https://maps.google.com/?cid=1935335699422656795,No
Ichiran Shibuya late-night ramen,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,",Post-party ramen fix with custom spice levels and solo booths.,Tokyo Shibuya,Open 24h; use ticket machine and call button for refills. Booking: No booking; good filler after karaoke. With You + Nicole + Ken Budget around £10.81 Try limited yuzu pepper toppings.,Food,https://maps.google.com/?cid=1092125928485198446,No
Matcha House Kyoto Kawaramachi desserts,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,",Velvety matcha tiramisu and parfaits for sweet tooth afternoons.,Kyoto Kawaramachi,Near Kawaramachi Station; queue ~20 minutes weekends. Booking: No booking; join waitlist via tablet at entrance. With You + Nana Budget around £9.73 Ideal after Philosopher’s Path if weather turns.,Food,https://maps.google.com/?cid=12523229912634102181,No
Imperial Palace East Gardens stroll,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,",Peaceful gardens with Edo Castle ruins—great midweek breather.,Tokyo Chiyoda,Enter via Otemon Gate; closed Mondays/Fridays. Booking: No booking; free entry with bag check. With You + Nana Capture postcard for Nana’s grandparents.,Culture,https://maps.google.com/?cid=11752987696406660089,No
NHK Studio Park souvenir hunt,Day 18,"Mix of Nana, Nicole, Ken, James, Phil,",Explore broadcasting exhibits and pick NHK gifts for Bayliss.,Tokyo Shibuya,Shibuya Scramble Square building; check open days before visiting. Booking: Reserve free timed entry online when reopened. With You + Nana Budget around £10.81 Buy Domo-kun plush for Bayliss to mark request.,Shopping,https://maps.google.com/?cid=8332823349771083842,No
